Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
8316,43,10000,1Fam,5,5,1,1,8,1977,1088,3,GasA,Y,1616,0,2006,129110.62941054
8317,70,10140,TwnhsE,5,6,1,0,7,2005,1088,2,GasA,Y,1458,0,2008,155558.273400351
8318,95,9480,TwnhsE,5,4,3,1,8,2003,855,3,GasA,Y,2110,0,2007,199828.846546739
8319,70,10141,1Fam,7,5,2,1,6,1915,981,2,GasA,Y,1320,0,2009,147473.676546302
8320,65,10004,1Fam,5,5,2,0,6,2003,1470,4,GasA,Y,1710,0,2007,190140.450679572
8321,70,9819,1Fam,7,4,2,0,8,1949,1064,3,GasA,Y,864,0,2009,139626.374611975
8322,94,12702,1Fam,5,5,1,0,5,1947,1029,3,GasA,Y,2324,0,2008,163297.424143907
8323,,4274,1Fam,5,8,2,1,5,1977,1479,3,GasA,Y,1728,0,2009,182276.956224845
8324,102,8200,TwnhsE,7,5,1,1,6,2007,1144,2,GasA,Y,2794,0,2007,278647.064553555
8325,72,7535,1Fam,7,6,2,0,7,1948,506,3,GasA,Y,848,0,2010,148549.068395596
8326,70,9100,TwnhsE,7,5,2,0,5,1924,637,3,GasA,Y,1796,0,2007,143928.41464399
8327,44,11645,1Fam,6,5,1,0,6,1993,774,3,GasA,Y,1229,0,2006,159153.645850268
8328,,10400,1Fam,6,5,1,1,7,2005,883,3,GasA,Y,2624,0,2010,182641.89151596
8329,60,10200,1Fam,5,7,2,1,8,1918,894,2,GasA,Y,1536,0,2008,151536.129404836
8330,100,11900,1Fam,3,4,1,0,5,1963,1107,5,GasA,N,2042,0,2010,119839.460378288
8331,40,10637,1Fam,7,5,1,1,6,1974,1151,4,GasA,Y,1363,0,2009,189624.677448497
8332,70,8814,1Fam,6,5,2,0,6,1976,880,3,GasA,Y,1102,0,2007,143173.985304654
8333,,7390,1Fam,5,5,2,1,5,1997,848,3,GasA,Y,1961,0,2006,206105.113881536
8334,83,9375,1Fam,8,5,2,0,7,1959,832,3,GasA,Y,2713,0,2006,329088.37635015
8335,75,7259,2fmCon,6,5,1,1,7,1968,882,4,GasA,Y,1493,0,2008,146602.507566477
8336,,4058,1Fam,5,6,1,0,8,1946,780,3,GasA,Y,1566,0,2008,159439.366360078
8337,105,11645,1Fam,8,5,2,1,7,1940,1470,2,GasA,Y,1217,0,2007,218895.250879044
8338,47,15660,1Fam,5,5,1,1,4,1930,1453,2,GasA,Y,1626,0,2009,180766.737015053
8339,80,32668,1Fam,5,6,1,1,6,1950,1028,2,GasA,Y,864,0,2008,126434.625868887
8340,103,13006,1Fam,5,6,2,0,8,2002,840,3,GasA,Y,1844,0,2007,196917.107432932
8341,70,10289,1Fam,7,8,2,0,5,1959,794,3,GasA,Y,1092,0,2006,126871.709503679
8342,,7226,1Fam,7,8,1,0,6,1973,660,1,GasA,Y,2019,0,2008,176900.920563775
8343,85,5500,1Fam,5,4,2,0,6,1910,816,2,GasA,Y,1852,0,2010,137852.081945745
8344,64,7750,1Fam,7,6,2,0,7,1971,876,1,GasA,Y,1144,0,2009,143894.143617741
8345,65,26178,Duplex,6,5,2,0,8,2008,1584,3,GasA,Y,1400,0,2007,237477.0709353
8346,50,8520,1Fam,6,6,3,1,7,1953,950,3,GasA,Y,2080,0,2007,227270.113844614
8347,,6240,1Fam,6,7,2,1,7,1980,1498,2,GasA,N,2000,0,2006,205750.035438389
8348,134,8820,1Fam,6,6,1,0,6,2003,808,2,GasA,Y,914,0,2007,120291.939954713
8349,60,2308,1Fam,7,5,1,0,6,1953,1232,3,GasA,Y,1600,0,2010,159081.234805522
8350,72,8400,TwnhsE,8,5,1,1,5,1976,1058,2,GasA,Y,1502,0,2007,218431.553549972
8351,75,9590,1Fam,5,5,1,0,7,1996,1922,2,GasA,Y,981,0,2009,180974.785681518
8352,56,8163,1Fam,5,8,2,0,11,1975,794,4,GasA,Y,1040,0,2010,132826.397063032
8353,57,5684,1Fam,7,5,1,0,7,1954,1069,3,GasA,Y,1720,0,2007,181137.862067635
8354,63,8712,1Fam,4,6,1,0,6,1990,1470,3,GasA,Y,1344,0,2007,133257.296873348
8355,60,10007,1Fam,8,5,2,1,4,1940,600,3,GasA,Y,1786,0,2007,189192.687075313
8356,,8200,2fmCon,6,4,2,1,3,1950,747,2,GasA,Y,778,0,2007,114944.201015822
8357,24,10355,1Fam,8,5,2,1,6,1994,965,3,GasA,N,1053,0,2010,202610.775323365
8358,71,12394,TwnhsE,7,5,2,1,4,1968,1324,3,GasA,Y,1067,0,2006,157565.920904872
8359,66,11341,TwnhsE,8,8,2,0,7,1993,1462,2,GasA,Y,2344,0,2009,362933.60944606
8360,70,9084,1Fam,5,7,2,0,5,2007,1078,2,GasA,Y,904,0,2008,157534.234337108
8361,50,7750,TwnhsE,7,5,2,0,5,1939,768,2,GasA,Y,1386,0,2009,128861.301973859
8362,34,13568,1Fam,5,5,1,0,10,1977,1375,3,GasA,Y,1674,0,2008,173603.861584152
8363,21,7750,1Fam,6,5,2,0,5,1983,612,3,GasA,Y,1986,0,2008,179071.71502415
8364,73,7244,1Fam,8,5,1,0,8,2006,912,1,GasA,Y,1208,0,2006,199679.867509887
8365,60,1869,1Fam,6,5,2,0,6,1936,896,3,GasA,Y,1063,0,2008,97894.7910663591
8366,79,4590,1Fam,7,5,2,1,6,1948,864,4,GasA,Y,1470,0,2009,164738.037466339
8367,44,8487,TwnhsE,5,5,1,0,5,1958,896,4,GasA,N,1646,0,2006,160807.416581854
8368,80,11841,1Fam,7,5,2,0,8,1966,893,3,GasA,Y,784,0,2008,131372.678365194
8369,60,7750,1Fam,5,5,2,1,3,2000,1134,3,GasA,Y,1344,0,2008,195147.885382015
8370,,215245,1Fam,5,6,2,1,11,1949,660,3,GasA,N,1496,0,2008,175754.369360997
8371,60,6762,1Fam,4,5,1,1,5,2003,1462,2,GasA,Y,1573,0,2007,129569.302579951
8372,55,11404,1Fam,8,3,2,0,8,1995,848,3,GasA,Y,1096,0,2009,183754.786254874
8373,48,7200,1Fam,6,5,2,1,6,2002,1032,3,GasA,Y,778,0,2009,168654.420575686
8374,73,7588,Twnhs,7,7,1,1,6,1998,1643,1,GasA,Y,1200,0,2006,222303.507614447
8375,110,13000,1Fam,6,7,1,1,5,2006,1021,2,GasA,N,1241,0,2008,177097.672401733
8376,72,12640,1Fam,6,6,1,1,5,1998,1367,4,GasA,Y,2730,0,2009,254174.729037393
8377,66,10421,1Fam,5,5,2,0,9,1976,1437,3,GasA,Y,2267,0,2008,228769.146885117
8378,67,11340,1Fam,7,6,2,1,10,1967,2077,0,GasA,Y,1474,0,2009,207464.920890319
8379,105,10839,1Fam,4,5,1,0,4,1968,783,3,GasA,Y,1721,0,2008,133142.05687562
8380,149,9000,Twnhs,7,5,2,1,8,1965,1566,3,GasA,Y,1057,0,2008,148326.461086881
8381,,10800,1Fam,6,3,2,0,5,2009,1616,3,GasA,Y,754,0,2009,183124.904677545
8382,75,11000,1Fam,5,5,1,0,5,1941,783,3,GasA,Y,1472,0,2006,161251.886437382
8383,74,10800,1Fam,8,5,2,0,11,1992,1907,3,GasA,Y,1494,0,2007,265287.275195067
8384,74,11553,1Fam,6,5,1,1,6,1918,819,3,GasA,Y,1370,0,2007,149754.581434762
8385,64,8755,1Fam,6,5,2,1,6,1985,1860,3,GasA,Y,1721,0,2007,201256.785021286
8386,45,8820,1Fam,5,5,2,0,5,1939,1935,2,GasA,Y,2263,0,2010,159545.718411239
8387,60,10452,1Fam,8,6,1,2,7,1968,1064,2,GasA,Y,1126,0,2010,176249.959474803
8388,75,9550,1Fam,7,7,2,1,6,1999,765,2,GasA,Y,1252,0,2006,162029.556327201
8389,51,21780,1Fam,7,8,2,0,7,2005,462,2,GasW,Y,1661,0,2008,214811.689091941
8390,81,12474,1Fam,8,5,2,0,8,2007,1078,2,GasA,Y,838,0,2007,202880.958235842
8391,128,11782,1Fam,8,6,2,1,6,1972,1109,4,GasA,Y,1391,0,2009,173069.635918124
8392,50,21750,1Fam,7,5,2,0,6,1982,2077,4,GasA,Y,3228,0,2006,277147.648602546
8393,82,9060,1Fam,7,5,2,0,5,1912,1242,2,GasA,Y,1039,0,2008,154289.075220366
8394,100,7800,1Fam,5,6,2,1,6,1970,822,2,GasA,Y,1602,0,2007,126448.074980436
8395,49,6324,1Fam,7,6,2,0,5,1946,943,3,GasA,Y,1505,0,2009,180422.359910011
8396,50,8125,1Fam,8,6,2,1,8,1964,1478,4,GasA,Y,1113,0,2007,223284.787088492
8397,110,10603,1Fam,4,5,2,1,6,2009,600,3,GasA,Y,1120,0,2006,134017.536487269
8398,60,5720,1Fam,6,5,2,0,8,1973,540,3,GasA,Y,1368,0,2010,143671.446614039
8399,60,10200,1Fam,7,6,2,1,5,1923,1244,1,GasA,Y,2034,0,2009,213132.91893187
8400,65,6240,1Fam,6,5,1,1,6,2005,1686,3,GasA,Y,1812,0,2009,205341.14934046
8401,64,10500,1Fam,5,7,2,0,7,1976,1800,3,GasA,Y,1218,0,2008,168881.317150574
8402,60,11475,1Fam,6,5,2,1,8,2006,1058,3,GasA,N,1683,0,2007,215342.19338466
8403,67,7018,1Fam,8,7,2,1,6,1918,1273,4,GasA,N,1164,0,2009,177279.617403883
8404,50,5000,TwnhsE,5,8,1,0,8,1999,861,3,GasA,Y,1602,0,2006,160214.046469141
8405,58,7820,1Fam,7,6,2,0,3,2004,926,4,Grav,N,1387,0,2010,155939.935833331
8406,,8640,1Fam,6,7,2,0,8,2001,783,2,GasA,Y,1430,0,2007,171144.064975382
8407,43,7259,1Fam,5,5,2,1,4,2005,1040,5,GasA,N,2062,0,2006,133434.626284176
8408,79,10800,TwnhsE,6,5,2,0,7,1966,1234,2,GasA,Y,1440,0,2010,161674.167281014
8409,54,5000,1Fam,9,5,1,1,4,1963,1269,4,GasA,Y,1484,0,2008,231035.188403744
8410,36,6858,1Fam,5,5,2,0,7,1972,1088,2,GasA,N,900,0,2007,141720.783130596
8411,110,10896,1Fam,5,7,2,0,4,1967,1392,2,GasA,Y,1928,0,2009,177219.051260676
8412,60,10625,1Fam,5,5,2,0,7,2010,384,3,GasA,Y,1349,0,2006,145883.646680153
8413,85,15578,TwnhsE,6,6,2,1,5,2007,816,3,GasA,Y,2574,0,2006,222192.518383501
8414,65,9196,1Fam,5,2,1,0,12,1930,1107,4,GasA,Y,1962,0,2006,140425.950218125
8415,24,9600,1Fam,5,6,3,0,7,1964,1080,2,GasA,Y,1194,0,2006,103931.25726355
8416,,13418,1Fam,6,7,2,0,8,1984,1856,1,GasA,Y,938,0,2007,208044.619771629
8417,44,7150,1Fam,8,7,1,0,6,1971,672,4,GasA,Y,2153,0,2007,250988.338148815
8418,60,7200,1Fam,5,5,2,1,5,2001,960,3,GasA,Y,2872,0,2007,243052.320681017
8419,,11694,1Fam,5,4,1,0,6,1998,1273,3,GasA,Y,1352,0,2007,153987.177426974
8420,57,13860,1Fam,6,5,3,1,7,2006,676,3,GasA,Y,2274,0,2009,199064.249422841
8421,64,6979,Twnhs,7,8,3,0,7,1954,1517,3,GasA,Y,1728,0,2006,212958.382218367
8422,55,6442,1Fam,5,5,1,0,5,2006,861,4,GasA,Y,4316,0,2008,264746.866992442
8423,24,70761,1Fam,4,5,2,0,10,1959,1593,2,GasA,Y,1336,0,2008,214441.393899053
8424,70,21750,1Fam,6,5,3,0,6,1995,1105,4,GasA,Y,1134,0,2006,153539.287155088
8425,41,7060,1Fam,6,9,2,1,7,1972,672,3,GasA,Y,1230,0,2006,185276.06959311
8426,60,10125,1Fam,7,4,2,0,6,1999,1145,2,GasA,Y,1056,0,2006,174473.73625844
8427,76,8500,TwnhsE,4,5,1,1,5,1968,1086,2,GasA,Y,1716,0,2010,128390.737202068
8428,86,8450,1Fam,6,5,1,1,11,1990,650,3,GasA,Y,2084,0,2008,183549.373735039
8429,60,4280,1Fam,8,5,1,1,5,1974,861,3,GasA,Y,1505,0,2006,164125.838272336
8430,87,7388,1Fam,7,5,2,1,6,1990,953,3,GasA,Y,1320,0,2006,176967.574751546
8431,53,7795,TwnhsE,5,5,2,1,7,2004,991,3,GasA,Y,2192,0,2006,197357.623077369
8432,32,8012,1Fam,7,5,2,1,7,1984,816,1,GasA,Y,1212,0,2008,182997.113523372
8433,71,11302,1Fam,6,5,1,0,6,1980,1277,3,GasA,N,904,0,2010,128426.085263643
8434,85,7449,1Fam,5,5,1,0,9,1960,1196,4,GasA,Y,1469,0,2007,123732.450213534
8435,,10000,1Fam,9,9,2,0,8,1936,713,5,GasA,Y,2127,0,2006,302733.088901796
8436,,17120,1Fam,5,6,2,1,6,1983,855,1,GasA,Y,1226,0,2009,159357.228957815
8437,73,25095,1Fam,6,5,2,1,8,1961,1199,3,GasA,Y,816,0,2006,172701.921447492
8438,24,11764,Twnhs,5,6,1,0,5,1935,940,2,GasA,Y,1709,0,2007,133373.904759309
8439,,9196,1Fam,7,5,2,1,6,1963,1374,1,GasA,Y,1277,0,2006,189923.330856142
8440,60,10029,1Fam,6,5,1,0,5,1971,1604,3,GasA,Y,1895,0,2008,164623.128511481
8441,80,7945,TwnhsE,8,5,1,1,6,2004,1064,3,GasA,Y,2267,0,2007,277811.276303654
8442,98,9187,Duplex,7,5,1,0,7,2001,1057,3,GasA,Y,1617,0,2009,183856.82524956
8443,71,7244,1Fam,7,5,2,0,5,1963,1686,3,GasA,Y,1709,0,2006,198836.671446017
8444,92,13284,1Fam,6,5,2,1,6,2009,991,4,GasA,Y,1651,0,2007,210467.643430441
8445,65,3010,TwnhsE,7,9,2,0,6,1960,1113,2,GasA,Y,1336,0,2009,121828.575845305
8446,60,8892,1Fam,7,5,2,0,6,1968,0,2,GasA,Y,864,0,2009,103510.926941212
8447,47,13907,1Fam,5,4,2,0,10,1941,969,3,GasA,Y,1936,0,2008,193899.372296889
8448,60,15593,1Fam,6,5,1,0,5,1976,1084,3,GasA,N,1050,0,2008,144089.59222893
8449,75,10125,1Fam,7,7,1,0,6,1941,948,2,GasA,Y,1057,0,2009,206972.835208713
8450,78,9672,1Fam,5,8,2,1,8,1915,1175,3,GasA,Y,1701,0,2006,180175.512482333
8451,90,10125,1Fam,5,5,1,0,8,1988,1461,5,GasA,Y,1349,0,2008,208335.667483881
8452,85,9550,1Fam,5,5,2,0,8,2007,1240,0,GasA,Y,1535,0,2007,180640.834650487
8453,,115149,1Fam,5,5,1,1,9,2006,1158,3,GasA,Y,1056,0,2006,156533.306740944
8454,60,12354,1Fam,4,9,1,1,8,1997,649,3,GasA,Y,1734,0,2009,143911.900297508
8455,60,10650,1Fam,5,5,2,0,6,1960,893,3,GasA,Y,1047,0,2009,147863.283074116
8456,61,10004,1Fam,5,6,1,0,6,1958,1002,3,GasA,Y,1559,0,2009,166537.578692471
8457,80,9142,1Fam,6,5,2,0,4,1950,923,3,GasA,Y,1489,0,2008,143093.615119198
8458,,11988,Duplex,6,5,2,0,7,1941,1926,3,GasA,N,813,0,2008,120100.988002445
8459,72,17503,1Fam,8,5,1,0,8,2000,996,4,GasA,Y,1494,0,2008,195815.044914189
8460,60,9375,1Fam,4,5,1,1,7,2005,1566,3,GasA,Y,1795,0,2010,183919.833348607
8461,,8100,Duplex,6,5,2,1,10,2000,1063,3,GasA,Y,1605,0,2006,163165.166899961
8462,24,8640,1Fam,7,5,1,1,7,1950,1314,2,GasA,Y,2610,0,2007,189953.529295749
8463,38,10832,TwnhsE,6,5,1,0,8,1990,630,2,GasA,Y,1971,0,2008,183790.658357333
8464,50,7340,1Fam,7,2,2,0,9,1959,1314,1,GasA,Y,1200,0,2006,123209.172857646
8465,,16033,Duplex,6,6,0,0,10,1979,673,3,GasA,Y,1958,0,2009,169644.396729546
8466,65,10500,1Fam,5,5,2,1,7,2006,832,3,GasA,Y,1102,0,2008,158298.205008497
8467,54,8400,1Fam,5,5,2,0,8,1993,882,6,GasA,Y,768,0,2007,145027.477121522
8468,141,11457,Twnhs,4,5,2,0,6,1965,912,2,GasA,Y,912,0,2009,105924.226633907
8469,52,6780,1Fam,7,7,2,0,9,2000,1314,1,GasA,Y,1961,0,2008,240987.583595268
8470,63,10400,1Fam,7,5,2,0,6,1959,1517,3,GasA,Y,1509,0,2009,153386.703644521
8471,43,9803,Duplex,7,4,2,0,6,1974,372,4,GasA,Y,1048,0,2007,133122.348214904
8472,100,9490,1Fam,5,7,2,1,8,2008,1052,4,GasA,Y,1375,0,2008,187824.535806986
8473,78,6930,1Fam,7,7,2,1,9,1975,1856,3,GasA,Y,990,0,2009,185037.674871979
8474,50,7056,TwnhsE,6,5,1,0,6,1955,1417,2,GasA,Y,1180,0,2007,161300.1863603
8475,76,8880,1Fam,6,6,1,0,8,2005,1051,4,GasA,Y,2270,0,2009,217927.470929255
8476,72,4750,Duplex,6,5,2,0,5,1996,969,4,GasA,Y,1118,0,2010,130806.672724337
8477,71,10637,1Fam,5,7,2,1,5,1961,1080,3,GasA,Y,2008,0,2007,223875.209392905
8478,121,4923,1Fam,8,5,2,0,8,2006,1032,3,GasA,Y,1048,0,2009,163416.259128867
8479,68,4388,1Fam,9,4,2,0,8,1961,1144,3,GasA,Y,1908,0,2009,254998.061767189
8480,67,9375,1Fam,7,5,1,1,8,1915,1187,4,GasA,Y,1986,0,2009,173836.084445163
8481,130,10140,1Fam,4,4,2,0,8,1965,1673,3,GasA,Y,2157,0,2009,195850.128927091
8482,72,14175,Duplex,5,5,1,1,7,2005,1144,2,Wall,Y,1436,0,2008,186109.193843363
8483,60,5100,1Fam,5,4,2,1,5,2006,1561,4,GasA,Y,2256,0,2009,196294.29705787
8484,58,11988,1Fam,6,5,2,0,4,1993,1234,4,GasA,Y,1236,0,2009,167954.642076821
8485,64,7677,1Fam,9,6,1,0,5,1992,912,2,GasA,Y,1069,0,2009,238682.32934418
8486,,11040,1Fam,6,5,1,1,6,1949,1573,3,GasA,N,1121,0,2008,184559.331030781
8487,85,8400,1Fam,6,5,1,0,5,1965,744,3,GasA,Y,1252,0,2009,141637.721261093
8488,59,11210,Twnhs,5,5,1,1,5,1967,1768,2,GasA,Y,1744,0,2010,180017.723672982
8489,90,4750,1Fam,8,5,1,1,10,1976,2042,3,GasW,Y,1768,0,2006,223412.420378994
8490,,10800,1Fam,6,7,2,1,5,1922,1268,3,GasA,Y,1517,0,2007,170134.544791307
8491,72,7000,1Fam,5,5,2,1,8,1987,1728,3,GasA,Y,1370,0,2010,176923.555268374
8492,79,9873,1Fam,6,5,2,1,9,2009,1482,3,GasA,Y,2223,0,2008,228131.594999309
8493,53,7596,TwnhsE,6,5,1,0,7,2000,816,2,GasA,N,1077,0,2009,122124.916387905
8494,82,13006,1Fam,6,5,2,1,4,2003,1262,6,GasA,Y,1969,0,2006,241176.574123152
8495,53,11143,Twnhs,7,6,2,0,7,1984,1516,3,GasA,Y,1852,0,2009,196520.777220576
8496,69,11475,1Fam,7,7,1,1,5,1999,880,3,GasA,Y,1392,0,2007,207080.850589521
8497,59,11275,1Fam,6,4,2,0,8,1962,1184,2,GasA,Y,1774,0,2008,155321.947679473
8498,,10421,TwnhsE,6,5,3,0,7,2005,920,4,GasA,Y,1440,0,2010,188811.827477831
8499,,8877,1Fam,5,5,1,1,8,1979,1060,2,GasA,Y,1178,0,2008,128598.014606069
8500,,9000,1Fam,5,5,2,0,14,2003,1626,4,GasA,Y,1053,0,2007,197806.780385281
8501,24,10208,1Fam,4,6,2,0,5,1941,1088,3,GasA,Y,1386,0,2006,134878.020838845
8502,,9672,TwnhsE,5,6,1,0,5,1955,750,2,GasA,Y,1062,0,2006,101834.404904344
8503,73,8814,1Fam,8,7,2,0,6,2007,1568,3,GasA,Y,1486,0,2009,256109.917834582
8504,65,9505,1Fam,6,5,2,0,4,1934,979,2,GasA,Y,1550,0,2007,182725.043377247
8505,69,8777,TwnhsE,8,5,2,0,9,2004,901,3,GasA,Y,1790,0,2006,201032.390416312
8506,144,5000,1Fam,6,5,2,1,7,1950,630,3,GasA,Y,1536,0,2006,103433.176261374
8507,91,12798,1Fam,6,6,2,0,8,1977,2035,3,GasA,N,1092,0,2010,158437.387288972
8508,75,10791,1Fam,5,6,1,1,6,1982,756,2,GasA,Y,1369,0,2010,126113.31438946
8509,60,11425,1Fam,8,9,1,0,7,1977,870,3,GasA,Y,1704,0,2006,208194.496638261
8510,61,7134,1Fam,6,8,2,1,6,1959,1095,5,GasA,Y,1436,0,2006,145834.814444828
8511,64,19138,1Fam,5,5,2,1,6,1937,846,3,GasA,Y,1487,0,2009,114121.908104628
8512,94,14226,1Fam,6,5,1,1,4,1959,1372,2,GasA,Y,1178,0,2008,169737.859862076
8513,150,20431,1Fam,5,6,2,0,6,1938,1484,3,GasA,Y,1663,0,2007,186785.206309708
8514,77,9303,1Fam,5,5,2,1,7,1916,1710,2,GasA,Y,1588,0,2009,128152.526545835
8515,80,7018,1Fam,8,5,1,0,5,1976,1364,4,GasA,Y,925,0,2009,131588.198867374
8516,,11777,1Fam,7,5,1,1,4,1965,832,2,GasA,Y,1304,0,2006,143509.319523345
8517,,16321,1Fam,6,5,2,1,8,1950,0,2,GasA,Y,1541,0,2008,166593.309055584
8518,107,9500,1Fam,7,6,2,0,8,1954,1398,3,GasA,Y,1734,0,2009,164317.073914312
8519,41,13006,1Fam,7,7,3,0,8,1880,720,3,GasA,Y,1978,0,2007,151963.092052649
8520,75,8320,1Fam,9,5,1,0,6,1960,816,3,GasA,Y,2452,0,2007,299236.805505136
8521,60,8314,1Fam,5,5,2,0,5,2006,1383,3,GasA,Y,1786,0,2008,188031.923054902
8522,,8125,1Fam,5,5,1,0,8,1913,1063,4,GasA,Y,1469,0,2009,120507.140203508
8523,80,11600,1Fam,8,5,2,0,8,1920,969,3,GasA,Y,1629,0,2010,207109.037466174
8524,66,7264,1Fam,6,5,2,1,5,1980,741,3,GasA,Y,1040,0,2008,169294.42573172
8525,60,8400,1Fam,8,8,1,0,6,2007,2046,2,GasA,Y,1720,0,2009,303486.901478587
8526,67,12108,1Fam,7,5,1,0,5,2004,861,3,Wall,Y,1100,0,2008,146761.4636639
8527,80,16669,1Fam,5,5,1,0,10,1965,1268,3,GasA,N,1779,0,2006,184393.029681481
8528,60,9760,1Fam,5,5,2,0,7,2007,756,2,GasA,Y,1641,0,2008,179290.055394726
8529,70,7742,1Fam,6,6,1,1,6,1995,1073,3,GasA,Y,864,0,2009,169802.491880632
8530,62,5825,Duplex,5,8,1,0,8,1964,780,3,GasA,Y,1842,0,2008,152346.367661649
8531,174,10500,Twnhs,5,5,2,2,7,2006,1686,3,GasA,Y,1269,0,2007,145398.695672349
8532,,9590,1Fam,8,5,1,1,7,2004,794,2,GasA,Y,1949,0,2008,277622.702507085
8533,60,10084,1Fam,5,7,1,1,5,2000,1430,2,GasA,Y,1196,0,2008,201064.852510813
8534,69,8990,1Fam,5,7,2,0,4,1980,630,3,GasA,Y,672,0,2010,146766.631724782
8535,84,11250,1Fam,8,5,1,1,10,1993,1698,2,GasA,Y,1165,0,2008,270138.113312761
8536,40,12803,1Fam,6,5,1,1,4,2004,825,3,GasA,Y,2153,0,2007,153809.389355894
8537,24,11404,1Fam,7,8,2,0,5,2006,1462,3,GasA,Y,1144,0,2008,224968.944864976
8538,,10624,TwnhsE,7,6,1,1,8,2009,872,3,GasA,N,1971,0,2008,252948.300632852
8539,60,9245,1Fam,7,5,1,0,7,1955,938,2,GasA,Y,1656,0,2010,157638.388777943
8540,55,11777,1Fam,5,6,2,0,6,1971,1478,3,GasA,Y,1728,0,2009,161507.042714073
8541,70,10400,1Fam,6,6,2,0,9,1977,1059,3,GasA,Y,1386,0,2009,166399.476601136
8542,91,8816,1Fam,6,5,1,1,9,1941,1080,3,GasA,Y,2630,0,2006,203778.2863341
8543,64,21695,2fmCon,3,4,2,0,4,2004,864,3,GasA,Y,1973,0,2010,231677.796892703
8544,140,8500,TwnhsE,4,6,2,1,6,2001,1148,3,GasA,Y,2192,0,2009,205805.321747341
8545,71,11838,1Fam,6,8,1,0,6,1920,1318,3,GasA,Y,1498,0,2008,149964.091586547
8546,91,7200,1Fam,9,5,2,1,4,1915,1868,4,GasA,Y,1015,0,2006,252331.836208039
8547,36,21750,1Fam,5,5,1,2,8,1923,848,3,GasA,Y,1768,0,2010,130634.630996674
8548,24,7200,1Fam,7,4,1,0,9,1925,1196,3,GasA,Y,1710,0,2010,136946.74814558
8549,,6120,1Fam,8,7,1,1,6,1969,1010,3,GasA,Y,1541,0,2009,212594.393531507
8550,50,4500,1Fam,7,5,1,0,6,1932,1056,3,GasA,Y,1301,0,2009,162663.980144469
8551,70,13418,1Fam,7,6,1,0,8,2003,1291,3,GasA,Y,1196,0,2009,176220.993847917
8552,,8846,TwnhsE,7,6,1,0,7,1969,1040,4,GasA,Y,1319,0,2009,143849.78584142
8553,21,5389,1Fam,5,5,2,1,8,2003,948,2,GasA,Y,1314,0,2008,156796.998939215
8554,53,8248,1Fam,5,5,1,0,7,1920,1050,4,GasA,Y,1638,0,2008,108848.180610773
8555,80,8544,Twnhs,6,5,2,0,5,1923,816,2,GasA,Y,1644,0,2007,142629.822881089
8556,107,12677,TwnhsE,7,7,2,0,5,1977,1792,2,GasA,Y,1548,0,2006,205447.848384066
8557,91,12968,1Fam,5,6,1,1,8,1967,1494,4,GasA,Y,1369,0,2007,195279.094979551
8558,100,9945,Twnhs,4,5,2,0,7,1985,1264,3,Grav,Y,1430,0,2007,157917.631357535
8559,120,13000,1Fam,7,8,2,0,8,1998,684,1,GasA,Y,2287,0,2010,224920.830008386
8560,75,3182,1Fam,4,5,2,1,5,1961,1121,4,GasA,Y,1109,0,2010,99877.1672349846
8561,141,5330,TwnhsE,5,7,1,0,6,1970,864,2,GasA,Y,1422,0,2008,155185.976688726
8562,70,7449,1Fam,6,5,2,1,5,1996,1344,4,GasA,Y,1826,0,2009,216711.060484149
8563,,5062,1Fam,4,5,1,0,9,1981,1242,3,GasA,Y,784,0,2007,153695.603203235
8564,100,6240,1Fam,8,6,1,1,7,1925,1935,3,GasA,Y,841,0,2010,242346.204650749
8565,78,14803,1Fam,4,6,1,0,5,1893,716,3,GasA,Y,2042,0,2009,147903.540425064
8566,,12735,TwnhsE,7,5,1,0,7,1963,1241,3,GasA,N,1266,0,2006,180868.757993455
8567,,8400,1Fam,7,4,2,0,6,1924,1030,3,GasA,Y,1792,0,2009,145692.592487725
8568,,11625,1Fam,7,5,2,0,7,1991,972,2,GasA,Y,1801,0,2008,220930.113950898
8569,,11050,Twnhs,7,7,1,1,7,2008,319,3,GasA,Y,1062,0,2006,140587.718914919
8570,63,8760,1Fam,5,6,2,1,5,1997,728,3,GasA,N,1382,0,2010,189536.19405936
8571,92,12435,TwnhsE,6,7,1,1,7,1972,1922,3,GasA,Y,1959,0,2010,169313.175313318
8572,54,7590,1Fam,7,7,2,0,6,1925,832,3,GasA,Y,1824,0,2010,185183.105448669
8573,50,2592,Duplex,7,3,2,1,5,1980,1200,3,GasA,Y,1936,0,2007,176803.936716752
8574,60,4224,1Fam,8,5,2,1,7,1920,1479,3,GasA,Y,1180,0,2010,191346.921380173
8575,21,8800,1Fam,7,5,2,1,8,2009,1057,3,GasA,Y,1241,0,2006,148280.072631695
8576,75,9830,1Fam,4,5,1,1,6,1954,846,1,GasA,Y,1146,0,2008,114317.663745247
8577,53,10846,1Fam,4,5,2,0,10,1930,870,2,GasA,Y,2296,0,2007,167328.366805666
8578,66,9525,1Fam,5,9,1,0,6,1959,770,3,GasA,Y,2200,0,2006,154031.722308037
8579,88,10400,1Fam,4,6,2,0,7,1937,1482,3,GasA,Y,2183,0,2009,175119.392129054
